country,name,longName,foundingDate,population,capital,largestCity,area
3416,,,0632-06-08,,Medin,,
3417,Rashtrakutas of Manyakhet,,,,Manyakhe,,
3418,Rauracian Republic,,1792-12-17,,,,
3419,,,,,,,
3420,Ravenstei,,,,,,
3421,,,,,Belgrade,,
3422,,,,,Debr,,
3423,Rechberg and Rothenlow,,,,,,
3424,Chil,,1814-10-01,,,,
3425,Reddy dynasty,,,,Kondaveedu For,,
3426,Reddy dynasty,,,,Addank,,
3427,Reddy dynasty,,,,Rajahmundry,,
3428,Chi,,3/28/1938,,Nanjing,,
3429,,,,,,,
3430,,,,,,,
3431,Don-Wolg,,,,Rostov-on-Don,,
3432,Kaukasus,,,,Tbilis,,
3433,Moskowi,,,,Moscow,,
3434,Netherlands,,5/19/1940,,Amsterdam,,
3435,Norway,,4/24/1940,,,,
3436,Reichskommissariat of Belgium and Northern Franc,,7/12/1944,,,,
3437,Ostland,,7/25/1941,,Rig,,
3438,Turkest,,,,,,
3439,Ukrai,,,,Rivne,,
3440,Spai,,,,,,
3441,,,,,,,
3442,Remiremont Abbey,,,,,,
3443,Chi,,3/30/1940,,Nanjing,,
3444,Acr,,1899-07-14,,Antimary,,
3445,Afghanist,,7/17/1973,,Kabu,,
3446,Alb,,1796-04-26,,"Alba, Piedmon",,
3447,Alb,,10/10/1944,,"Alba, Piedmon",,
3448,Anguill,,7/12/1967,,"The Valley, Angu",,
3449,Republic of Aras,,,,Nakhchivan (city),,
3450,Baja Californi,,1853-11-03,,"La Paz, Baja California Sur",,
3451,Biafra Republic,,9/19/1967,,Benin City,,
3452,"Biak-na-Bato, Republic of",,1897-11-01,,"San Miguel, Bulacan",,
3453,Bosnia and Herzegovi,,3/3/1992,,Sarajevo,,
3454,"Bouillon, Republic",,1794-05-01,,Bouillon,,
3455,Republic of Bresci,,1797-03-18,,,,
3456,Cabind,,8/1/1975,,Cabinda (city),,
3457,Republic of Canad,,1837-12-17,,Navy Island,,
3458,Central Albani,,10/16/1913,,Durrës,,
3459,,,10/12/1920,,Vilnius,,
3460,Chi,,1/1/1912,,Nanjing,,
3461,Chi,,1/1/1912,,Beijing,,
3462,Cospai,,,,Cos,,
3463,Republic of Cr,,1797-03-28,,"Crema, Lombardy",,
3464,Cub,,5/20/1902,,Havan,,
3465,Dahomey,,12/11/1958,,,,
3466,Egypt,,6/18/1953,,Cairo,,
3467,Entre Ríos,,1820-09-29,,Concepción del Uruguay,,
3468,Ezo,,1869-01-27,,"Hakodate, Hokkaido",,
3469,Florenc,,,,Florence,,
3470,Formos,,1895-05-23,,Tainan,,
3471,Formos,,1895-05-23,,Taipe,,
3472,Galici,,6/27/1931,,,,
3473,Geno,,,,Geno,,
3474,German-Austri,,11/12/1918,,,,
3475,Hawaii,,1894-07-04,,Honolulu,,
3476,Indian Str,,1832-07-09,,"Pittsburg, New Hampshire",,
3477,,Ireland,4/24/1916,4635400,Dublin,,27133mi
3478,,Ireland,1/21/1919,4635400,Dublin,,27133mi
3479,Kosovo,,9/22/1992,,Pristin,,
3480,Kuwait,,8/4/1990,,Kuwait City,,
3481,Lakotah,Republic of Lakotah,12/19/2007,100000,Republic of Lakotah,"Omaha, Nebrask",77220mi
3482,,,1789-08-18,,Liège,,
3483,Canad,,1838-02-22,,Montre,,
3484,Lucc,,,,Lu,,
3485,Republic of Macedoni,Republic of Macedoni,8/13/1903,2069162,Skopje,,9779mi
3486,Republic of Macedoni,Republic of Macedoni,3/8/1946,2069162,Skopje,,9779mi
3487,Madawask,,1827-08-10,,"Fort Kent, Maine",,
3488,Mahabad,,1/22/1946,,Mahabad,,
3489,Mainz,,1793-03-18,,Mainz,,
3490,Maryland in Liberi,,1834-02-12,,"Harper, Liber",,
3491,Republic of Mirdit,,7/17/1921,,Rrëshen,,
3492,Molossi,Republic of Molossi,9/3/1999,,,,0.002mi
3493,Mountainous Armeni,,,,Goris,,
3494,Negros,,1898-11-27,,Bacolod,,
3495,New Granad,,1831-10-20,,Bogotá,,
3496,North Peru,,1836-08-11,,Lima Region,,
3497,Ostrów Republic,,11/10/1918,,Ostrów Wielkopolsk,,
3498,Republic of Pirates,,,,"Nassau, Bahamas",,
3499,Pis,,,,Pis,,
3500,Prekmurj,,5/29/1919,,Murska Sobo,,
3501,Ragus,,,,Dubrovnik,,
3502,Reuss,,4/4/1919,,,,
3503,,Republic of Rose Island,6/24/1968,,,,0.0004km
3504,Salé,,,,Kasbah of the Udayas,,
3505,San Marco,,1848-03-17,,Republic of Venice,,
3506,,Republic of Saugeais,,4337,Montbenoî,,40km
3507,Serbian Kraji,,12/19/1991,,Knin,,
3508,Si,,,,Sien,,
3509,Sonor,,1854-01-10,,Baja California Territory,,
3510,Sonor,,1854-01-10,,"La Paz, Baja California Sur",,
3511,South Moluccas,,4/25/1950,,"Ambon, Maluku",,
3512,South Peru,,1836-03-17,,Tacn,,
3513,Santo Domingo,,1821-12-01,,Santo Domingo,,
3514,Republic of Tarnobrzeg,,11/6/1918,,Tarnobrzeg,,
3515,Texas,,1836-03-02,,"Austin, Texas",,
3516,Texas,,1836-03-02,,Houston,,
3517,Texas,,1836-03-02,,"Washington-on-the-Brazos, Texas",,
3518,Texas,,1836-03-02,,"Harrisburg, Houston",,
3519,Texas,,1836-03-02,,"West Columbia, Texas",,
3520,Texas,,1836-03-02,,"Galveston, Texas",,
3521,Texas,,1836-03-02,,"Velasco, Texas",,
3522,the Republic of the Congo,Republic of the C,8/15/1960,4662446,Brazzaville,Brazzav,132047mi
3523,Congo,,6/30/1960,,Kinshas,,
3524,North Solomons,,9/11/1975,,"Buka, Papua New Guine",,
3525,Rio Grand,,1840-01-17,,"Laredo, Texas",,
3526,East Kareli,,3/21/1919,,"Kalevala, Russ",,
3527,Upper Volt,,12/11/1958,,,,
3528,Užic,,8/18/1941,,Užice,,
3529,Venic,,,,Venice,,
3530,Venic,,,,Eracle,,
3531,Venic,,,,Malamocco,,
3532,,Republic of Vevčani,9/19/1991,3656,,,22.8km
3533,West Florid,,1810-09-23,,"St. Francisville, Louisian",,
3534,West Papu,,,,Jayapur,,
3535,Yucatá,,1841-03-16,,"Mérida, Yucatán",,
3536,Zakop,,10/13/1918,,Zakopane,,
3537,Zamboang,,1899-05-18,,Zamboanga City,,
3538,Republika Srpsk,Republika Srpsk,1/9/1992,,Sarajevo,Istočno Sarajevo,9597mi
3539,Republika Srpsk,Republika Srpsk,1/9/1992,,Banja Luk,Istočno Sarajevo,9597mi
3540,Republika Srpsk,Republika Srpsk,12/14/1995,,Sarajevo,Istočno Sarajevo,9597mi
3541,Republika Srpsk,Republika Srpsk,12/14/1995,,Banja Luk,Istočno Sarajevo,9597mi
3542,Sieben Zend,,,,,,
3543,Spai,,1874-12-29,,Madrid,,
3544,Switzerland,,1815-08-07,,,,
3545,Hanthawaddy Kingdo,,1740-11-29,,"Bago, Myanmar",,
3546,Reuss,,,,Plauen,,
3547,Reuss,,,,Ger,,
3548,Reuss,,,,Greiz,,
3549,Reuss,,,,"Weida, Thuring",,
3550,Reuss-Ebersdorf,,1824-05-07,,Saalburg-Ebersdorf,,
3551,Reuss-Lobenstein-Ebersdorf,,1824-05-07,,Saalburg-Ebersdorf,,
3552,Reuss-Lobenstei,,,,,,
3553,,,,,Reutlingen (district),,
3554,El Salvador,,10/15/1979,,San Salvador,,
3555,Serbi,,,,Gornja Crnuć,,
3556,Serbi,,,,Topo,,
3557,Rhed,,,,,,
3558,,,,,Rheinfelden Distr,,
3559,,,,,Rheinfelden Distr,,
3560,Rheingau,,,,Bad Kreuznach,,
3561,Rheingau,,,,Eltville,,
3562,Rhenish Republic,,10/21/1923,,Aachen,,
3563,Rhodanic Republic,,,,Lausanne,,
3564,Rhodesi,,11/11/1965,,Harare,,
3565,Riau-Lingga Sultanat,,,,Daik,,
3566,Riau-Lingga Sultanat,,,,Penyengat Island,,
3567,Republic of the Rif,,9/18/1921,,Ajdir,,
3568,Rinpungp,,,,Shigatse,,
3569,Riograndense Republic,,1836-09-11,,Piratin,,
3570,,Kingdom of Riv,,,,,
3571,Roggenburg Abbey,,,,"Roggenburg, Bavar",,
3572,Syrian Kurdist,Rojav,,4600000,Al-Qamish,,
3573,,,,,Passau,,
3574,,,,,"Sion, Switzerland",,
3575,Roman Empir,,,,Constantinople,,
3576,Roman Empir,,,,Rome,,
3577,Roman Empir,,,,Byzantine Empire,,
3578,Roman Empir,,,,History of Trier,,
3579,Roman Empir,,,,Mediolanum,,
3580,Roman Empir,,,,Ravenn,,
3581,Roman Empir,,,,Western Roman Empire,,
3582,Roman Empir,,,,Nicomed,,
3583,Roman Empir,,,,Sirmium,,
3584,Roman Kingdo,,,,Rome,,
3585,Ro,,,,Rome,,
3586,Roman Republic,,1798-02-15,,Rome,,
3587,Roman Republic,,1849-02-09,,Rome,,
3588,Romani,Romani,1859-01-24,19511000,Buchares,,92043mi
3589,,,,,,,
3590,Ror dynasty,,,,Rohr,,
3591,,,,,,,
3592,Ross Dependency,Ross Dependency,,10,New Zealand,,174000mi
3593,Ross Dependency,Ross Dependency,,10,United States,,174000mi
3594,Ross Dependency,Ross Dependency,,10,McMurdo Station,,174000mi
3595,Ross Dependency,Ross Dependency,,10,Scott Base,,174000mi
3596,Rot an der Rot Abbey,,,,,,
3597,,,,,,,
3598,,,,,,,
3599,,,,,,,
3600,Rotu,Rotuma Island,10/10/1970,,,,46km
3601,Rour,,,,Mongo,,
3602,Rour,,,,Orkhon River,,
3603,Royal Lao government-in-exil,Provisional Royal Lao government,3/6/2003,,Vientiane,,
3604,Royal Lao government-in-exil,Provisional Royal Lao government,3/6/2003,,"Gresham, Oregon",,
3605,rozvi,,,,Danangombe,,
3606,Ruanda-Urundi,,11/1/1922,,,,
3607,Kingdom of the Rugii,,,,Vindobon,,
3608,Runkel,,,,Runke,,
3609,Ruo,,,,,,
3610,Rus&#39; Khaganat,,,,,,
3611,Russi,Russian Federati,12/12/1993,144192450,Moscow,,6592800mi
3612,Russia Eastern Outskirts,,1/16/1920,,"Chita, Zabaykalsky Kr",,
3613,Dalniy,,,,Dalian,,
3614,Russi,,1/19/1918,,Saint Petersburg,,
3615,Russi,,,,Moscow,,
3616,Russi,,,,Saint Petersburg,,
3617,Russi,,3/15/1917,,Saint Petersburg,,
3618,Russi,,,,Moscow,,
3619,Russi,,,,Saint Petersburg,,
3620,Rustamid,,,,,,
3621,Rwand,Republic of Rwand,7/1/1962,11262564,Kig,K,10169mi
3622,Rwenzururu,,6/30/1963,,Kasese Distr,,
3623,Ryukyu,,,,"Shuri, Okinaw",,
3624,Saadi dynasty,,,,Marrakesh,,
3625,Saar,,1/10/1920,,Saarbrücken,,
3626,Saar,,12/15/1947,,,,
3627,,,,11330944,,,25251mi
3628,Safavid dynasty,,,,Isfahan,,
3629,Safavid dynasty,,,,Qazvin,,
3630,Safavid dynasty,,,,Tabriz,,
3631,Saffarid Empir,,,,Afghanistan,,
3632,Saffarid Empir,,,,Zaranj,,
3633,Sagaing Kingdo,,1315-05-15,,Sagaing,,
3634,Sahel-Benin Unio,,,,,,
3635,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,11/14/1975,100000,Laayoune,Laayoun,102703mi
3636,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,11/14/1975,100000,Tifar,Laayoun,102703mi
3637,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,2/27/1976,100000,Laayoune,Laayoun,102703mi
3638,Sahrawi Arab Democratic Republic,Sahrawi Arab Democratic Republic,2/27/1976,100000,Tifar,Laayoun,102703mi
3639,Saint-Barthélemy,Collectivity of Saint-Barthélemy,1784-07-01,9035,"Gustavia, Saint Barthélemy","Gustavia, Saint Barthélem",9.5mi
3640,"Saint Kitts, Nevis and Anguill",,1/3/1958,,"Charlestown, Saint Kitts and Nevis",,
3641,"Saint Kitts, Nevis and Anguill",,1/3/1958,,Angu,,
3642,"Saint Kitts, Nevis and Anguill",,1/3/1958,,Basseterre,,
3643,"Saint Kitts, Nevis and Anguill",,1/3/1958,,Nevis,,
3644,"Saint Kitts, Nevis and Anguill",,1/3/1958,,"The Valley, Angu",,
3645,Saint Hel,Saint H,,,"Jamestown, Saint Helen",,47mi
3646,"Saint Helena, Ascension and Tristan da Cunh","Saint Helena, Ascension and Tristan da Cunh",1834-04-22,,"Jamestown, Saint Helen",,152mi
3647,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,2/27/1967,54961,Basseterre,,104mi
3648,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,9/19/1983,54961,Basseterre,,104mi
3649,Saint Luci,Saint Luci,3/1/1967,,Castries,,238.23mi
3650,Saint Luci,Saint Luci,2/22/1979,,Castries,,238.23mi
3651,Saint Pierre and Miquelo,,1814-05-30,,"Saint-Pierre, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",242km
3652,Saint Pierre and Miquelo,,10/27/1946,,"Saint-Pierre, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",242km
3653,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,10/27/1969,103000,Kingstown,,150mi
3654,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,10/27/1979,103000,Kingstown,,150mi
3655,Saint-Domingu,,,,Cap-Haïtien,,
3656,Saint-Domingu,,,,Port-au-Prince,,
3657,Sajids,,,,Ardab,,
3658,Sajids,,,,Maragheh,,
3659,Sal,,,,"Salem, Baden-Württemberg",,
3660,Sallarids,,,,Tarom County,,
3661,Sal,,,,Vielsalm,,
3662,Salm-Horstmar,,,,Horstmar,,
3663,Salm-Kyrburg,,,,Kirn,,
3664,Salm-Reifferscheid-Dyck,,,,Dyck North Rhine-Westph,,
3665,Salm-Reifferscheid-Hainsbach,,,,,,
3666,Salm-Reifferscheid-Krauthei,,,,,,
3667,Salm-Sal,,,,Badonviller,,
3668,Salm-Sal,,,,"Senones, Vosges",,
3669,Saluu,,,,Kahone,,
3670,Sam'al,,,,,,
3671,Samanid Empir,,,,Bukhar,,
3672,Samanid Empir,,,,Samarkand,,
3673,Sambuvarayars,,,,,,
3674,"Sindh, Balochistan, Gujarat",,,,Th,,
3675,Samo,Independent State of S,1889-06-14,194320,A,Ap,1097mi
3676,Samo,Independent State of S,2/16/1900,194320,A,Ap,1097mi
3677,Samo's Empir,,,,Morav,,
3678,Kesultanan Pasai,,,,,,
3679,San Marino,Republic of San Mari,0301-09-03,32576,City of San Marino,,61.2km
3680,San Marino,Republic of San Mari,1600-10-08,32576,City of San Marino,,61.2km
3681,SAO Bosanska Kraji,,,,Banja Luk,,
3682,"Eastern Slavonia, Baranja and Western Syrmi",,6/25/1991,,Vukovar,,
3683,SAO Herzegovi,,,,Trebinje,,
3684,Kraji,,8/1/1991,,Knin,,
3685,SAO North-Eastern Bosni,,,,Bijeljin,,
3686,São Paulo,,,,São Paulo,,
3687,SAO Romanij,,,,"Pale, Bosnia and Herzegovin",,
3688,São Tomé and Príncip,Democratic Republic of,7/12/1975,190428,São Tomé,,372mi
3689,São Tomé and Príncip,São Tomé and Príncip,7/12/1975,190428,São Tomé,,372mi
3690,SAO Western Slavoni,,,,,,
3691,Sarab Khanat,,,,"Sarab, East Azerbaijan",,
3692,Sarbadars,,,,Sabzevar,,
3693,Sarir or Serir,,,,Khunzakh,,
3694,Sark,Sark,,600,,,2mi
3695,,,1464-11-02,,,,
3696,Persi,,0224-04-28,,Ctesiphon,,
3697,Persi,,0224-04-28,,Istakhr,,
3698,"Iberia, Kartli",,,,Armaz,,
3699,"Iberia, Kartli",,,,Mtskhe,,
3700,"Iberia, Kartli",,,,Tbilis,,
3701,Satavahana Empir,,,,Paithan,,
3702,Satavahana Empir,,,,"Amaravathi (village), Guntur distr",,
3703,Satrapy of Armeni,,,,Tush,,
3704,Satrapy of Armeni,,,,Erebuni Fortress,,
3705,Saudeleur Dynasty,,,,Nan Mado,,
3706,Saudi Arabi,Kingdom of Saudi Arabi,9/23/1932,30770375,Riyadh,Riyadh,830000mi
3707,Aramo,Independent State of Ar,12/23/1980,,,,
3708,Savoi,,1416-02-19,1125119,Chambéry,hambé,10416km
3709,Saxe-Coburg,,,,Coburg,,
3710,Saxe-Coburg and Goth,,,,Coburg,,
3711,Saxe-Coburg and Goth,,,,Goth,,
3712,Saxe-Coburg-Eisenach,,,,Coburg,,
3713,Saxe-Coburg-Saalfeld,,1699-08-06,,Coburg,,
3714,Saxe-Coburg-Saalfeld,,1699-08-06,,Saalfeld,,
3715,Saxe-Eisenach,,,,Eisenach,,
3716,Saxe-Eisenberg,,,,"Eisenberg, Thuring",,
3717,Saxe-Goth,,,,Goth,,
3718,Saxe-Gotha-Altenburg,,,,Goth,,
3719,Saxe-Hildburghaus,,,,Hildburghausen,,
3720,Saxe-Hildburghaus,,,,Bad Colberg-Heldburg,,
3721,Saxe-J,,,,,,
3722,Saxe-Lauenburg,,,,Lauenburg (Elbe),,
3723,Saxe-Lauenburg,,,,Ratzeburg,,
3724,Saxe-Marksuhl,,,,Marksuh,,
3725,Saxe-Merseburg,,,,Merseburg,,
3726,Saxe-Römhild,,,,Römhild,,
3727,Saxe-Saalfeld,,,,,,
3728,Saxe-Weimar,,,,Weimar,,
3729,Saxe-Weissenfels,,1656-10-08,,Weißenfels,,
3730,Saxe-Zeitz,,,,Zeitz,,
3731,Saybrook,,,,,,
3732,Say,,,,,,
3733,Sayn-Altenkirch,,,,,,
3734,Sayn-Homburg,,,,Homburg Castle,,
3735,Sayn-Wittgenstei,,,,,,
3736,Sayn-Wittgenstein-Berleburg,,,,Bad Berleburg,,
3737,Sayn-Wittgenstein-Hohenstei,,,,Bad Laasphe,,
3738,Sayn-Wittgenstein-Karlsburg,,,,,,
3739,Sayn-Wittgenstein-Say,,,,,,
3740,Sayn-Wittgenstein-Vallendar,,,,,,
3741,Sayn-Wittgenstein-Wittgenstei,,,,,,
3742,Sayyid dynasty,,1414-05-28,,Delh,,
3743,,Scattered Islands in the Indian Oc,,,,,
3744,Schaesberg,,,,,,
3745,,,,,,,
3746,,,,,,,
3747,Schanis Abbey,,,,,,
3748,,,,,Vaduz,,
3749,,,,,,,
3750,,,,,,,
3751,Schönbor,,,,Wiesentheid,,
3752,,,,,,,
3753,Schontal Abbey,,,,Schön,,
3754,Schussenried Abbey,,1512-02-13,,,,
3755,Schuttern Abbey,,,,,,
3756,,,,,,,
3757,,,,,,,
3758,Schwarzburg-Rudolstadt,,,,Rudolstad,,
3759,Schwarzburg-Sondershaus,,,,Sondershausen,,
3760,,,,,,,
3761,,,,,Schwerin-Schwerin,,
3762,,,,,Schwerin-Schwerin,,
3763,Scordisci,,,,Singidunum,,
3764,Brazil,,1/31/1946,,Brasí,,
3765,Brazil,,1/31/1946,,Rio de Janeiro,,
3766,Bulgari,,,,"Nikopol, Bulgar",,
3767,Bulgari,,,,Veliko Tarnovo,,
3768,Bulgari,,,,Vidin,,
3769,Czecho-Slovaki,,9/30/1938,,,,
3770,East Turkest,,11/12/1944,,Yining City,,
3771,Haiti,,1849-08-26,,Port-au-Prince,,
3772,Mexico,,1846-08-22,,Mexico City,,
3773,Franc,,1852-01-14,,Paris,,
3774,Hellenic Republic,,3/25/1924,,,,
3775,Hungary,,2/1/1946,,,,
3776,Second Intermediate Period of Egypt,,,,"Abydos, Egy",,
3777,Second Intermediate Period of Egypt,,,,Kerm,,
3778,Second Intermediate Period of Egypt,,,,"Thebes, Egy",,
3779,Second Intermediate Period of Egypt,,,,Fifteenth Dynasty of Egy,,
3780,Second Intermediate Period of Egypt,,,,Abydos Dynasty,,
3781,Second Intermediate Period of Egypt,,,,Sixteenth Dynasty of Egy,,
3782,Second Intermediate Period of Egypt,,,,Avaris,,
3783,Second Intermediate Period of Egypt,,,,Kerma Culture,,
3784,Mexico,,1863-07-10,,Mexico City,,
3785,Cub,,,,Havan,,
3786,Philippines,,10/14/1943,,Baguio,,
3787,Philippines,,10/14/1943,,Man,,
3788,Poland,,11/11/1918,,Warsaw,,
3789,South Kor,,4/19/1960,,,,
3790,Venezuel,,1813-08-07,,,,
3791,Spai,,4/14/1931,,Barcelon,,
3792,Spai,,4/14/1931,,Madrid,,
3793,Spai,,4/14/1931,,Valen,,
3794,Seisyllwg,,,,,,
3795,Seleucid Empir,,,,Seleu,,
3796,Seleucid Empir,,,,Antioch,,
3797,Seljuk Empir,,,,Merv,,
3798,Seljuk Empir,,,,Nishapur,,
3799,Seljuk Empir,,,,Hamadan,,
3800,Seljuk Empir,,,,Isfahan,,
3801,Seljuk Empir,,,,"Rey, Iran",,
3802,Seljuq Armeni,,,,An,,
3803,Selz Abbey,,,,,,
3804,Sena Empir,,,,Nabadw,,
3805,Senaric,,,,,,
3806,Western Greec,,1821-11-09,,Missolongh,,
3807,Seneca Natio,Seneca Nation of Indians,,8000,"Jimerson Town, New York","Salamanca (city), New York",
3808,Seneca Natio,Seneca Nation of Indians,,8000,"Irving, New York","Salamanca (city), New York",
3809,Senegal,Republic of S,4/4/1960,13567338,Dakar,,76000mi
3810,Senegal,Republic of S,8/20/1960,13567338,Dakar,,76000mi
3811,Senegambi,,,,Gorée,,
3812,Senegambia and Niger,,,,,,
3813,Senegambi,,2/1/1982,,,,
3814,Seniorate Provinc,,,,Kraków,,
3815,Sennar,,,,Sennar,,
3816,Señorío de Sanlúcar,,,,,,
3817,Señorio del Carpio,,,,,,
3818,Septinsular Republic,,1800-04-02,,Corfu (city),,
3819,Serbi,Republic of Serbi,,7041599,Belgrade,,88361km
3820,Serbia and Montenegro,,4/28/1992,,Belgrade,,
3821,Serbi,,1402-02-22,,Belgrade,,
3822,Serbi,,1402-02-22,,"Bar, Montenegro",,
3823,Serbi,,1402-02-22,,Smederevo,,
3824,Serbi,,1346-04-16,,Skopje,,
3825,Baranya-Baja Republic,,8/14/1921,,Pécs,,
3826,Netherlands,,,,Brussels,,
3827,Seychelles,Republic of Seychelles,6/29/1976,92000,"Victoria, Seychelles",,177mi
3828,Shaddadids,,,,An,,
3829,Shaddadids,,,,"Ganja, Azerbaijan",,
3830,Shaddadids,,,,Dvin (ancient city),,
3831,Shaki Khanat,,,,"Shaki, Azerbaijan",,
3832,Shan States,,,,,,
3833,Shang dynasty,,,,Yinxu,,
3834,Sharifian Caliphat,,3/3/1924,,Me,,
3835,Kuwait,,,,Kuwait City,,
3836,Sh,,,,"Nanyang, Henan",,
3837,Shě,,,,Linquan County,,
3838,Shilluk Kingdo,,,,Kodok,Kodok,
3839,Beylerbeylik of Shirv,,,,Shamakh,,
3840,Shirv,,,,Agsu (city),,
3841,Shirv,,,,Shamakh,,
3842,Shirv,,,,Fit dag,,
3843,Shishunaga Empir,,,,Vaishali (ancient city),,
3844,Shishunaga Empir,,,,Rajgir,,
3845,Shishunaga Empir,,,,Pataliputr,,
3846,Shu,,,,,,
3847,Shu,,,,Chengdu,,
3848,Shun dynasty,,1644-02-08,,Xi'an,,
3849,Shun dynasty,,1644-02-08,,Beijing,,
3850,Shunga Empir,,,,Vidish,,
3851,Shunga Empir,,,,Pataliputr,,
3852,,,,,,,
3853,Sierra Leo,Republic of Sierra L,4/27/1961,6190280,Freetown,,27699mi
3854,Sierra Leo,Republic of Sierra L,4/19/1971,6190280,Freetown,,27699mi
3855,Sierra Leo,,4/27/1961,,,,
3856,Sikh Raj,,1799-07-07,,Lahore,,
3857,Sill,,,,Gyeongju,,
3858,Singapor,Republic of Singapor,8/9/1965,5535000,City-state,,719.1km
3859,Singhasari,,,,Malang,,
3860,SEPA,Single Euro Payments Ar,,,,,1874287mi
3861,Singranatore estat,,,,Singra Upaz,,
3862,Sint Maart,Sint Maart,10/10/2010,,"Philipsburg, Sint Maarten",Lower Prince's Qu,13.1mi
3863,Tai Federatio,,,,Lai Châu,,
3864,Sivaganga estat,,,,Sivagang,,
3865,Slovaki,,3/14/1939,,Bratislav,,
3866,Slovaki,,6/16/1919,,Prešov,,
3867,Slovaki,Slovak Republic,10/28/1918,5415949,Bratislav,,18932mi
3868,Slovaki,Slovak Republic,1/1/1993,5415949,Bratislav,,18932mi
3869,Sloveni,Republic of Sloveni,10/29/1918,2063077,Ljubljan,,7827mi
3870,Sloveni,Republic of Sloveni,12/4/1918,2063077,Ljubljan,,7827mi
3871,Yugoslavi,,11/29/1945,,Belgrade,,
3872,Croati,,11/29/1943,,"Split, Cro",,
3873,Croati,,11/29/1943,,Zagreb,,
3874,Macedoni,,11/29/1944,,,,
3875,Romani,,12/30/1947,,Buchares,,
3876,Abkhazi,,3/31/1921,,Sukhum,,
3877,,,,,,,
3878,Soflingen Abbey,,1773-01-13,,,,
3879,Sokoto Caliphat,,,,Birni-N'Konn,,
3880,Sokoto Caliphat,,,,Burm,,
3881,Sokoto Caliphat,,,,Gudu,,
3882,Sokoto Caliphat,,,,Sokoto,,
3883,Solanki dynasty,,,,"Patan, Gujar",,
3884,,,,,Solms,,
3885,,,,,Solms,,
3886,Solms-Braunfels,,,,Braunfels,,
3887,Solms-Hohensolms-Lich,,,,"Lich, Hesse",,
3888,Solms-Laubach,,,,Laubach,,
3889,Solms-Rodelheim-Assenhei,,,,,,
3890,Solms-Wildenfels,,,,Wildenfels,,
3891,Solomon Islands,Solomon Islands,7/7/1978,523000,Honiar,,10965mi
3892,,,,,Solothurn,,
3893,Somali,,10/21/1969,,Mogadishu,,
3894,Somali,,7/1/1960,,Mogadishu,,
3895,Somali,Federal Republic of Somali,,10816143,Mogadishu,Mogadishu,246200mi
3896,Somaliland,Republic of Somaliland,5/18/1991,4500000,Hargeis,H,53100mi
3897,Nicaragu,,1/1/1937,,Managu,,
3898,Song,,,,Shangqiu,,
3899,Northern Song dynasty,,,,Hangzhou,,
3900,Northern Song dynasty,,,,Kaifeng,,
3901,Songhai,,,,Gao,,
3902,"Sindh, Balochistan, Gujarat",,,,,,
3903,South Afric,,5/31/1910,54956900,Cape Town,Johannesbu,471443mi
3904,South Afric,,5/31/1910,54956900,Bloemfontein,Johannesbu,471443mi
3905,South Afric,,5/31/1910,54956900,Pretor,Johannesbu,471443mi
3906,South Afric,,12/11/1931,54956900,Cape Town,Johannesbu,471443mi
3907,South Afric,,12/11/1931,54956900,Bloemfontein,Johannesbu,471443mi
3908,South Afric,,12/11/1931,54956900,Pretor,Johannesbu,471443mi
3909,South African Republic,,1852-01-17,,Pretor,,
3910,,,,1713870000,,,5099611km
3911,South Georgia and the South Sandwich Islands,South Georgia and the South Sandwich Islands,,30,King Edward Poin,,1507mi
3912,South Kasai,,8/9/1960,,Mbuji-May,,
3913,South Kor,,-2346,51529338,Seou,,38691mi
3914,South Osseti,Republic of South Osseti,12/21/1991,51547,Tskhinv,,1506mi
3915,South Osseti,Republic of South Osseti,8/26/2008,51547,Tskhinv,,1506mi
3916,South Pacific Mandat,,6/28/1919,,Koror,,
3917,South Russi,,,,Novorossiysk,,
3918,South Sud,Republic of South Sud,12/31/1955,12340000,Jub,,239285mi
3919,South Sud,Republic of South Sud,1/6/2005,12340000,Jub,,239285mi
3920,South Viet,,10/26/1955,,Ho Chi Minh City,,
3921,South Y,,11/30/1967,,Aden,,
3922,,Southern African Development Community (SADC),8/17/1992,277000000,,,9882959km
3923,,Southern African Development Community (SADC),4/1/1980,277000000,,,9882959km
3924,Southern Court,,1338-02-23,,,,
3925,Southern H,,,,Guangzhou,,
3926,Southern Liang,,,,,,
3927,Southern Nigeria Protectorat,,1/1/1900,,Lagos,,
3928,Southern Qi,,0479-06-03,,Jiankang,,
3929,Southern Rhodesi,,9/12/1923,,Harare,,
3930,Southern Tang,,,,Nanchang,,
3931,Southern Tang,,,,Nanjing,,
3932,Southern Y,,,,,,
3933,South-West Afric,,,,Windhoek,,
3934,Asturias and Leó,,9/6/1936,,Gijón,,
